product_id,store_id,date,sales,product_name
25,11,1997-07-14,2,Blue Label Chicken Noodle Soup
25,24,1997-07-22,2,Blue Label Chicken Noodle Soup
25,11,1997-08-07,3,Blue Label Chicken Noodle Soup
25,24,1997-08-25,3,Blue Label Chicken Noodle Soup
25,17,1997-08-26,2,Blue Label Chicken Noodle Soup
25,13,1997-08-27,3,Blue Label Chicken Noodle Soup
25,15,1997-09-08,3,Blue Label Chicken Noodle Soup
25,23,1997-09-12,4,Blue Label Chicken Noodle Soup
25,24,1997-09-13,2,Blue Label Chicken Noodle Soup
25,17,1997-09-14,4,Blue Label Chicken Noodle Soup
25,17,1997-10-06,3,Blue Label Chicken Noodle Soup
25,16,1997-10-14,3,Blue Label Chicken Noodle Soup
25,17,1997-10-14,4,Blue Label Chicken Noodle Soup
25,6,1997-10-15,4,Blue Label Chicken Noodle Soup
25,3,1997-10-16,3,Blue Label Chicken Noodle Soup
25,24,1997-10-19,4,Blue Label Chicken Noodle Soup
25,17,1997-11-03,4,Blue Label Chicken Noodle Soup
25,15,1997-11-04,6,Blue Label Chicken Noodle Soup
25,24,1997-11-08,3,Blue Label Chicken Noodle Soup
25,2,1997-11-11,1,Blue Label Chicken Noodle Soup
25,16,1997-11-15,4,Blue Label Chicken Noodle Soup
25,13,1997-11-18,2,Blue Label Chicken Noodle Soup
25,16,1997-11-22,3,Blue Label Chicken Noodle Soup
25,17,1997-11-22,3,Blue Label Chicken Noodle Soup
25,11,1997-12-04,3,Blue Label Chicken Noodle Soup
25,24,1997-12-18,2,Blue Label Chicken Noodle Soup
25,16,1997-12-21,2,Blue Label Chicken Noodle Soup
48,6,1997-01-01,3,Club String Cheese
48,11,1997-01-02,4,Club String Cheese
48,7,1997-01-03,4,Club String Cheese
48,13,1997-01-07,3,Club String Cheese
48,13,1997-01-11,2,Club String Cheese
48,15,1997-01-13,2,Club String Cheese
48,15,1997-01-18,4,Club String Cheese
48,13,1997-01-23,4,Club String Cheese
48,17,1997-01-29,4,Club String Cheese
48,24,1997-02-03,3,Club String Cheese
48,13,1997-02-08,3,Club String Cheese
48,11,1997-02-11,2,Club String Cheese
48,3,1997-02-14,5,Club String Cheese
48,7,1997-02-16,3,Club String Cheese
48,17,1997-02-17,4,Club String Cheese
48,7,1997-02-25,3,Club String Cheese
48,16,1997-03-01,4,Club String Cheese
48,13,1997-03-04,4,Club String Cheese
48,16,1997-03-10,3,Club String Cheese
48,15,1997-03-14,2,Club String Cheese
48,17,1997-04-03,4,Club String Cheese
48,24,1997-04-03,2,Club String Cheese
48,3,1997-04-06,5,Club String Cheese
48,15,1997-04-09,4,Club String Cheese
48,6,1997-04-13,3,Club String Cheese
48,24,1997-04-13,3,Club String Cheese
48,16,1997-04-24,4,Club String Cheese
48,3,1997-04-26,4,Club String Cheese
48,15,1997-04-29,3,Club String Cheese
48,6,1997-05-18,8,Club String Cheese
48,15,1997-05-21,2,Club String Cheese
48,15,1997-05-27,3,Club String Cheese
48,24,1997-06-04,3,Club String Cheese
48,24,1997-06-21,4,Club String Cheese
48,16,1997-07-02,4,Club String Cheese
48,24,1997-07-14,5,Club String Cheese
48,14,1997-07-16,2,Club String Cheese
48,15,1997-07-27,4,Club String Cheese
48,3,1997-08-19,4,Club String Cheese
48,6,1997-09-03,4,Club String Cheese
48,24,1997-09-07,4,Club String Cheese
48,13,1997-09-10,4,Club String Cheese
48,17,1997-09-20,2,Club String Cheese
48,24,1997-10-02,4,Club String Cheese
48,17,1997-10-06,5,Club String Cheese
48,6,1997-10-15,2,Club String Cheese
48,3,1997-10-16,3,Club String Cheese
48,16,1997-10-23,3,Club String Cheese
48,17,1997-10-26,3,Club String Cheese
48,15,1997-11-02,3,Club String Cheese
48,17,1997-11-03,2,Club String Cheese
48,13,1997-11-04,4,Club String Cheese
48,6,1997-11-10,3,Club String Cheese
48,17,1997-11-21,4,Club String Cheese
48,11,1997-11-28,3,Club String Cheese
48,15,1997-12-03,4,Club String Cheese
48,7,1997-12-04,2,Club String Cheese
48,6,1997-12-13,3,Club String Cheese
48,11,1997-12-20,4,Club String Cheese
48,6,1997-12-29,3,Club String Cheese
76,6,1997-01-01,4,Red Spade Sliced Chicken
76,14,1997-01-01,2,Red Spade Sliced Chicken
76,15,1997-01-13,3,Red Spade Sliced Chicken
76,17,1997-01-16,2,Red Spade Sliced Chicken
76,23,1997-02-14,3,Red Spade Sliced Chicken
76,3,1997-02-21,3,Red Spade Sliced Chicken
76,17,1997-02-25,4,Red Spade Sliced Chicken
76,23,1997-03-01,3,Red Spade Sliced Chicken
76,16,1997-03-08,3,Red Spade Sliced Chicken
76,13,1997-03-13,3,Red Spade Sliced Chicken
76,6,1997-03-14,2,Red Spade Sliced Chicken
76,13,1997-03-21,3,Red Spade Sliced Chicken
76,17,1997-03-28,6,Red Spade Sliced Chicken
76,24,1997-04-03,4,Red Spade Sliced Chicken
76,13,1997-04-08,3,Red Spade Sliced Chicken
76,13,1997-04-15,3,Red Spade Sliced Chicken
76,14,1997-04-23,2,Red Spade Sliced Chicken
76,7,1997-05-09,5,Red Spade Sliced Chicken
76,6,1997-05-10,4,Red Spade Sliced Chicken
76,23,1997-05-17,4,Red Spade Sliced Chicken
76,6,1997-05-21,2,Red Spade Sliced Chicken
76,22,1997-05-28,2,Red Spade Sliced Chicken
76,17,1997-05-29,6,Red Spade Sliced Chicken
76,13,1997-06-06,3,Red Spade Sliced Chicken
76,15,1997-06-10,2,Red Spade Sliced Chicken
76,17,1997-06-22,3,Red Spade Sliced Chicken
76,16,1997-06-23,2,Red Spade Sliced Chicken
76,2,1997-06-29,1,Red Spade Sliced Chicken
76,13,1997-07-06,6,Red Spade Sliced Chicken
76,3,1997-07-16,3,Red Spade Sliced Chicken
76,13,1997-07-20,4,Red Spade Sliced Chicken
76,6,1997-07-28,3,Red Spade Sliced Chicken
76,23,1997-08-17,2,Red Spade Sliced Chicken
76,17,1997-08-22,5,Red Spade Sliced Chicken
76,2,1997-09-10,2,Red Spade Sliced Chicken
76,13,1997-09-11,3,Red Spade Sliced Chicken
76,14,1997-09-11,2,Red Spade Sliced Chicken
76,3,1997-09-14,3,Red Spade Sliced Chicken
76,7,1997-09-19,3,Red Spade Sliced Chicken
76,16,1997-09-29,2,Red Spade Sliced Chicken
76,3,1997-10-12,2,Red Spade Sliced Chicken
76,3,1997-10-16,4,Red Spade Sliced Chicken
76,15,1997-10-16,5,Red Spade Sliced Chicken
76,17,1997-10-21,4,Red Spade Sliced Chicken
76,7,1997-10-22,3,Red Spade Sliced Chicken
76,7,1997-11-02,2,Red Spade Sliced Chicken
76,3,1997-11-07,3,Red Spade Sliced Chicken
76,11,1997-11-16,5,Red Spade Sliced Chicken
76,16,1997-11-21,4,Red Spade Sliced Chicken
76,16,1997-11-22,2,Red Spade Sliced Chicken
76,16,1997-12-05,2,Red Spade Sliced Chicken
76,6,1997-12-13,3,Red Spade Sliced Chicken
76,17,1997-12-21,4,Red Spade Sliced Chicken
76,11,1997-12-22,3,Red Spade Sliced Chicken
76,17,1997-12-22,2,Red Spade Sliced Chicken
119,6,1997-01-01,3,Faux Products Extra Moisture Shampoo
119,11,1997-01-02,3,Faux Products Extra Moisture Shampoo
119,23,1997-01-02,2,Faux Products Extra Moisture Shampoo
119,24,1997-01-11,3,Faux Products Extra Moisture Shampoo
119,17,1997-01-29,3,Faux Products Extra Moisture Shampoo
119,13,1997-02-03,3,Faux Products Extra Moisture Shampoo
119,7,1997-02-12,2,Faux Products Extra Moisture Shampoo
119,23,1997-02-14,4,Faux Products Extra Moisture Shampoo
119,13,1997-02-22,3,Faux Products Extra Moisture Shampoo
119,13,1997-03-04,2,Faux Products Extra Moisture Shampoo
119,11,1997-03-05,4,Faux Products Extra Moisture Shampoo
119,2,1997-03-11,2,Faux Products Extra Moisture Shampoo
119,13,1997-03-13,4,Faux Products Extra Moisture Shampoo
119,13,1997-03-21,7,Faux Products Extra Moisture Shampoo
119,7,1997-03-24,2,Faux Products Extra Moisture Shampoo
119,7,1997-04-04,4,Faux Products Extra Moisture Shampoo
119,24,1997-04-04,3,Faux Products Extra Moisture Shampoo
119,13,1997-04-08,3,Faux Products Extra Moisture Shampoo
119,6,1997-04-14,2,Faux Products Extra Moisture Shampoo
119,7,1997-04-19,3,Faux Products Extra Moisture Shampoo
119,6,1997-04-22,2,Faux Products Extra Moisture Shampoo
119,13,1997-05-05,4,Faux Products Extra Moisture Shampoo
119,13,1997-05-09,4,Faux Products Extra Moisture Shampoo
119,17,1997-05-09,2,Faux Products Extra Moisture Shampoo
119,17,1997-05-14,4,Faux Products Extra Moisture Shampoo
119,7,1997-05-21,2,Faux Products Extra Moisture Shampoo
119,7,1997-06-07,4,Faux Products Extra Moisture Shampoo
119,15,1997-06-17,4,Faux Products Extra Moisture Shampoo
119,23,1997-06-17,2,Faux Products Extra Moisture Shampoo
119,16,1997-06-27,3,Faux Products Extra Moisture Shampoo
119,16,1997-07-04,2,Faux Products Extra Moisture Shampoo
119,17,1997-07-05,3,Faux Products Extra Moisture Shampoo
119,11,1997-07-11,4,Faux Products Extra Moisture Shampoo
119,24,1997-07-11,3,Faux Products Extra Moisture Shampoo
119,16,1997-07-23,3,Faux Products Extra Moisture Shampoo
119,3,1997-07-28,3,Faux Products Extra Moisture Shampoo
119,13,1997-08-08,4,Faux Products Extra Moisture Shampoo
119,3,1997-08-12,5,Faux Products Extra Moisture Shampoo
119,16,1997-08-13,2,Faux Products Extra Moisture Shampoo
119,24,1997-08-23,4,Faux Products Extra Moisture Shampoo
119,13,1997-08-24,3,Faux Products Extra Moisture Shampoo
119,7,1997-08-30,3,Faux Products Extra Moisture Shampoo
119,15,1997-09-08,5,Faux Products Extra Moisture Shampoo
119,13,1997-09-10,3,Faux Products Extra Moisture Shampoo
119,6,1997-10-07,3,Faux Products Extra Moisture Shampoo
119,11,1997-10-13,3,Faux Products Extra Moisture Shampoo
119,6,1997-10-15,3,Faux Products Extra Moisture Shampoo
119,16,1997-10-22,6,Faux Products Extra Moisture Shampoo
119,6,1997-10-27,4,Faux Products Extra Moisture Shampoo
119,7,1997-11-08,2,Faux Products Extra Moisture Shampoo
119,24,1997-11-14,3,Faux Products Extra Moisture Shampoo
119,23,1997-11-16,5,Faux Products Extra Moisture Shampoo
119,3,1997-11-28,4,Faux Products Extra Moisture Shampoo
119,11,1997-11-28,2,Faux Products Extra Moisture Shampoo
119,24,1997-12-07,3,Faux Products Extra Moisture Shampoo
119,7,1997-12-10,3,Faux Products Extra Moisture Shampoo
119,23,1997-12-17,3,Faux Products Extra Moisture Shampoo
119,22,1997-12-18,1,Faux Products Extra Moisture Shampoo
119,11,1997-12-20,3,Faux Products Extra Moisture Shampoo
131,6,1997-01-01,4,Faux Products Mint Mouthwash
131,13,1997-01-11,5,Faux Products Mint Mouthwash
131,17,1997-01-13,3,Faux Products Mint Mouthwash
131,15,1997-01-25,2,Faux Products Mint Mouthwash
131,23,1997-01-25,4,Faux Products Mint Mouthwash
131,11,1997-01-28,2,Faux Products Mint Mouthwash
131,15,1997-02-15,4,Faux Products Mint Mouthwash
131,7,1997-02-16,3,Faux Products Mint Mouthwash
131,13,1997-02-22,2,Faux Products Mint Mouthwash
131,7,1997-02-25,3,Faux Products Mint Mouthwash
131,16,1997-02-26,2,Faux Products Mint Mouthwash
131,11,1997-03-05,3,Faux Products Mint Mouthwash
131,22,1997-03-05,2,Faux Products Mint Mouthwash
131,13,1997-03-13,3,Faux Products Mint Mouthwash
131,23,1997-03-19,4,Faux Products Mint Mouthwash
131,13,1997-03-21,6,Faux Products Mint Mouthwash
131,6,1997-04-22,5,Faux Products Mint Mouthwash
131,15,1997-04-29,2,Faux Products Mint Mouthwash
131,13,1997-05-01,3,Faux Products Mint Mouthwash
131,3,1997-05-04,2,Faux Products Mint Mouthwash
131,24,1997-05-07,4,Faux Products Mint Mouthwash
131,13,1997-05-09,4,Faux Products Mint Mouthwash
131,24,1997-05-15,3,Faux Products Mint Mouthwash
131,15,1997-06-07,7,Faux Products Mint Mouthwash
131,6,1997-06-15,4,Faux Products Mint Mouthwash
131,17,1997-06-16,2,Faux Products Mint Mouthwash
131,11,1997-06-20,2,Faux Products Mint Mouthwash
131,15,1997-06-28,2,Faux Products Mint Mouthwash
131,15,1997-07-03,3,Faux Products Mint Mouthwash
131,13,1997-07-06,4,Faux Products Mint Mouthwash
131,7,1997-07-14,3,Faux Products Mint Mouthwash
131,24,1997-07-17,3,Faux Products Mint Mouthwash
131,13,1997-07-27,2,Faux Products Mint Mouthwash
131,13,1997-08-08,4,Faux Products Mint Mouthwash
131,23,1997-08-11,3,Faux Products Mint Mouthwash
131,6,1997-09-08,3,Faux Products Mint Mouthwash
131,11,1997-09-10,3,Faux Products Mint Mouthwash
131,22,1997-09-12,1,Faux Products Mint Mouthwash
131,24,1997-09-13,4,Faux Products Mint Mouthwash
131,6,1997-09-17,3,Faux Products Mint Mouthwash
131,24,1997-09-23,3,Faux Products Mint Mouthwash
131,22,1997-10-18,1,Faux Products Mint Mouthwash
131,6,1997-10-24,3,Faux Products Mint Mouthwash
131,3,1997-11-07,3,Faux Products Mint Mouthwash
131,3,1997-11-15,3,Faux Products Mint Mouthwash
131,6,1997-11-18,3,Faux Products Mint Mouthwash
131,24,1997-11-25,5,Faux Products Mint Mouthwash
131,22,1997-11-29,3,Faux Products Mint Mouthwash
131,13,1997-12-14,4,Faux Products Mint Mouthwash
131,2,1997-12-17,1,Faux Products Mint Mouthwash
131,13,1997-12-22,3,Faux Products Mint Mouthwash
131,17,1997-12-25,3,Faux Products Mint Mouthwash
170,6,1997-01-01,4,Robust Monthly Fashion Magazine
170,13,1997-01-07,3,Robust Monthly Fashion Magazine
170,16,1997-01-21,3,Robust Monthly Fashion Magazine
170,15,1997-02-03,2,Robust Monthly Fashion Magazine
170,16,1997-02-03,3,Robust Monthly Fashion Magazine
170,7,1997-02-13,3,Robust Monthly Fashion Magazine
170,24,1997-02-23,3,Robust Monthly Fashion Magazine
170,13,1997-03-04,4,Robust Monthly Fashion Magazine
170,7,1997-03-13,3,Robust Monthly Fashion Magazine
170,3,1997-03-17,3,Robust Monthly Fashion Magazine
170,16,1997-03-18,3,Robust Monthly Fashion Magazine
170,7,1997-03-24,2,Robust Monthly Fashion Magazine
170,6,1997-03-25,6,Robust Monthly Fashion Magazine
170,13,1997-03-28,2,Robust Monthly Fashion Magazine
170,17,1997-04-13,2,Robust Monthly Fashion Magazine
170,22,1997-04-23,2,Robust Monthly Fashion Magazine
170,13,1997-05-05,3,Robust Monthly Fashion Magazine
170,7,1997-05-14,4,Robust Monthly Fashion Magazine
170,3,1997-05-21,4,Robust Monthly Fashion Magazine
170,16,1997-05-29,3,Robust Monthly Fashion Magazine
170,3,1997-06-03,3,Robust Monthly Fashion Magazine
170,6,1997-06-21,2,Robust Monthly Fashion Magazine
170,17,1997-07-02,3,Robust Monthly Fashion Magazine
170,17,1997-07-04,2,Robust Monthly Fashion Magazine
170,7,1997-07-05,3,Robust Monthly Fashion Magazine
170,23,1997-07-12,5,Robust Monthly Fashion Magazine
170,24,1997-07-12,3,Robust Monthly Fashion Magazine
170,24,1997-07-14,3,Robust Monthly Fashion Magazine
170,22,1997-07-24,1,Robust Monthly Fashion Magazine
170,17,1997-07-27,2,Robust Monthly Fashion Magazine
170,15,1997-08-12,3,Robust Monthly Fashion Magazine
170,11,1997-08-14,5,Robust Monthly Fashion Magazine
170,16,1997-08-24,3,Robust Monthly Fashion Magazine
170,14,1997-08-28,1,Robust Monthly Fashion Magazine
170,7,1997-09-05,3,Robust Monthly Fashion Magazine
170,23,1997-09-11,2,Robust Monthly Fashion Magazine
170,6,1997-09-18,2,Robust Monthly Fashion Magazine
170,24,1997-10-04,2,Robust Monthly Fashion Magazine
170,17,1997-10-10,2,Robust Monthly Fashion Magazine
170,16,1997-10-15,4,Robust Monthly Fashion Magazine
170,13,1997-10-16,3,Robust Monthly Fashion Magazine
170,24,1997-10-19,3,Robust Monthly Fashion Magazine
170,7,1997-11-01,4,Robust Monthly Fashion Magazine
170,23,1997-11-21,3,Robust Monthly Fashion Magazine
170,6,1997-12-01,3,Robust Monthly Fashion Magazine
170,24,1997-12-20,2,Robust Monthly Fashion Magazine
170,17,1997-12-22,2,Robust Monthly Fashion Magazine
170,17,1997-12-24,7,Robust Monthly Fashion Magazine
170,3,1997-12-27,3,Robust Monthly Fashion Magazine
181,6,1997-01-01,4,High Top Lettuce
181,2,1997-01-05,3,High Top Lettuce
181,3,1997-01-06,3,High Top Lettuce
181,13,1997-01-21,6,High Top Lettuce
181,13,1997-01-23,2,High Top Lettuce
181,15,1997-02-02,2,High Top Lettuce
181,6,1997-02-07,2,High Top Lettuce
181,15,1997-02-19,3,High Top Lettuce
181,17,1997-02-19,4,High Top Lettuce
181,17,1997-02-25,3,High Top Lettuce
181,16,1997-03-01,4,High Top Lettuce
181,13,1997-03-04,3,High Top Lettuce
181,23,1997-03-13,3,High Top Lettuce
181,24,1997-03-15,2,High Top Lettuce
181,3,1997-03-17,4,High Top Lettuce
181,17,1997-03-20,2,High Top Lettuce
181,11,1997-03-23,3,High Top Lettuce
181,15,1997-04-02,3,High Top Lettuce
181,24,1997-04-03,2,High Top Lettuce
181,7,1997-04-05,3,High Top Lettuce
181,13,1997-04-12,6,High Top Lettuce
181,17,1997-04-13,2,High Top Lettuce
181,3,1997-04-21,4,High Top Lettuce
181,11,1997-04-22,3,High Top Lettuce
181,3,1997-05-25,3,High Top Lettuce
181,13,1997-06-02,2,High Top Lettuce
181,23,1997-06-05,3,High Top Lettuce
181,7,1997-06-07,3,High Top Lettuce
181,6,1997-06-12,4,High Top Lettuce
181,6,1997-06-15,4,High Top Lettuce
181,3,1997-06-16,4,High Top Lettuce
181,13,1997-06-23,2,High Top Lettuce
181,16,1997-06-23,2,High Top Lettuce
181,6,1997-07-01,3,High Top Lettuce
181,13,1997-07-06,4,High Top Lettuce
181,17,1997-07-06,3,High Top Lettuce
181,17,1997-08-04,6,High Top Lettuce
181,11,1997-08-13,3,High Top Lettuce
181,15,1997-09-04,2,High Top Lettuce
181,14,1997-09-09,1,High Top Lettuce
181,11,1997-10-10,3,High Top Lettuce
181,6,1997-10-15,3,High Top Lettuce
181,13,1997-10-15,3,High Top Lettuce
181,15,1997-10-15,3,High Top Lettuce
181,7,1997-10-19,2,High Top Lettuce
181,17,1997-10-21,3,High Top Lettuce
181,6,1997-11-10,2,High Top Lettuce
181,23,1997-11-19,3,High Top Lettuce
181,15,1997-12-05,2,High Top Lettuce
181,17,1997-12-25,3,High Top Lettuce
190,6,1997-01-01,4,High Top Dried Mushrooms
190,11,1997-01-02,2,High Top Dried Mushrooms
190,13,1997-01-11,3,High Top Dried Mushrooms
190,16,1997-01-13,3,High Top Dried Mushrooms
190,17,1997-01-16,3,High Top Dried Mushrooms
190,13,1997-01-23,2,High Top Dried Mushrooms
190,11,1997-02-12,4,High Top Dried Mushrooms
190,24,1997-02-16,4,High Top Dried Mushrooms
190,3,1997-02-21,3,High Top Dried Mushrooms
190,13,1997-03-28,3,High Top Dried Mushrooms
190,24,1997-04-05,2,High Top Dried Mushrooms
190,13,1997-04-08,6,High Top Dried Mushrooms
190,17,1997-04-23,3,High Top Dried Mushrooms
190,23,1997-04-24,4,High Top Dried Mushrooms
190,7,1997-05-09,3,High Top Dried Mushrooms
190,11,1997-05-15,3,High Top Dried Mushrooms
190,6,1997-05-19,5,High Top Dried Mushrooms
190,16,1997-05-29,4,High Top Dried Mushrooms
190,17,1997-05-29,4,High Top Dried Mushrooms
190,24,1997-06-04,3,High Top Dried Mushrooms
190,23,1997-06-05,3,High Top Dried Mushrooms
190,7,1997-06-12,7,High Top Dried Mushrooms
190,11,1997-06-19,2,High Top Dried Mushrooms
190,17,1997-06-27,3,High Top Dried Mushrooms
190,6,1997-07-01,3,High Top Dried Mushrooms
190,16,1997-07-02,5,High Top Dried Mushrooms
190,15,1997-07-04,4,High Top Dried Mushrooms
190,7,1997-07-05,3,High Top Dried Mushrooms
190,3,1997-07-09,3,High Top Dried Mushrooms
190,24,1997-07-12,4,High Top Dried Mushrooms
190,15,1997-07-23,2,High Top Dried Mushrooms
190,16,1997-07-23,2,High Top Dried Mushrooms
190,15,1997-07-27,3,High Top Dried Mushrooms
190,17,1997-08-04,3,High Top Dried Mushrooms
190,7,1997-08-07,4,High Top Dried Mushrooms
190,23,1997-08-12,4,High Top Dried Mushrooms
190,3,1997-08-29,2,High Top Dried Mushrooms
190,7,1997-08-30,4,High Top Dried Mushrooms
190,7,1997-10-09,2,High Top Dried Mushrooms
190,17,1997-10-10,3,High Top Dried Mushrooms
190,17,1997-10-14,5,High Top Dried Mushrooms
190,13,1997-10-15,2,High Top Dried Mushrooms
190,16,1997-10-22,3,High Top Dried Mushrooms
190,24,1997-11-14,4,High Top Dried Mushrooms
190,13,1997-11-16,3,High Top Dried Mushrooms
190,23,1997-12-05,3,High Top Dried Mushrooms
190,11,1997-12-11,3,High Top Dried Mushrooms
190,3,1997-12-21,2,High Top Dried Mushrooms
212,6,1997-01-01,3,High Top Oranges
212,15,1997-01-05,3,High Top Oranges
212,2,1997-01-10,2,High Top Oranges
212,17,1997-01-26,3,High Top Oranges
212,17,1997-01-29,4,High Top Oranges
212,11,1997-02-05,3,High Top Oranges
212,7,1997-02-13,2,High Top Oranges
212,7,1997-02-16,4,High Top Oranges
212,3,1997-02-17,3,High Top Oranges
212,24,1997-03-03,4,High Top Oranges
212,3,1997-03-12,4,High Top Oranges
212,3,1997-03-15,4,High Top Oranges
212,23,1997-03-26,3,High Top Oranges
212,13,1997-03-28,2,High Top Oranges
212,7,1997-04-04,4,High Top Oranges
212,24,1997-04-13,4,High Top Oranges
212,6,1997-04-16,3,High Top Oranges
212,23,1997-04-28,3,High Top Oranges
212,11,1997-05-02,3,High Top Oranges
212,24,1997-05-07,3,High Top Oranges
212,6,1997-05-10,3,High Top Oranges
212,6,1997-05-18,2,High Top Oranges
212,15,1997-05-19,3,High Top Oranges
212,3,1997-06-03,2,High Top Oranges
212,6,1997-06-12,3,High Top Oranges
212,16,1997-06-14,4,High Top Oranges
212,6,1997-06-15,4,High Top Oranges
212,22,1997-06-16,1,High Top Oranges
212,13,1997-06-17,2,High Top Oranges
212,3,1997-06-22,3,High Top Oranges
212,17,1997-07-02,4,High Top Oranges
212,13,1997-07-06,3,High Top Oranges
212,3,1997-07-16,3,High Top Oranges
212,24,1997-07-22,3,High Top Oranges
212,11,1997-07-23,4,High Top Oranges
212,11,1997-07-29,2,High Top Oranges
212,17,1997-08-04,4,High Top Oranges
212,16,1997-08-16,3,High Top Oranges
212,14,1997-08-25,2,High Top Oranges
212,6,1997-08-26,7,High Top Oranges
212,13,1997-09-18,3,High Top Oranges
212,7,1997-09-19,3,High Top Oranges
212,13,1997-10-15,3,High Top Oranges
212,3,1997-10-16,3,High Top Oranges
212,15,1997-11-04,2,High Top Oranges
212,2,1997-11-07,1,High Top Oranges
212,6,1997-11-10,3,High Top Oranges
212,16,1997-11-15,2,High Top Oranges
212,15,1997-12-05,2,High Top Oranges
212,13,1997-12-14,3,High Top Oranges
212,14,1997-12-18,1,High Top Oranges
212,17,1997-12-22,4,High Top Oranges
236,6,1997-01-01,3,Best Choice Fondue Mix
236,7,1997-01-03,3,Best Choice Fondue Mix
236,24,1997-01-06,3,Best Choice Fondue Mix
236,13,1997-01-07,2,Best Choice Fondue Mix
236,17,1997-01-13,4,Best Choice Fondue Mix
236,3,1997-01-25,3,Best Choice Fondue Mix
